frame,state
frame0148,-1
frame0149,-1
frame0150,-1
frame0151,-1
frame0152,-1
frame0153,-1
frame0154,-1
frame0155,-1
frame0156,-1
frame0157,-1
frame0158,-1
frame0159,-1
frame0160,-1
frame0161,-1
frame0162,-1
frame0163,-1
frame0164,-1
frame0165,-1
frame0166,-1
frame0167,-1
frame0168,-1
frame0169,-1
frame0170,-1
frame0171,-1
frame0172,-1
frame0173,-1
frame0174,-1
frame0175,-1
frame0176,-1
frame0177,-1
frame0178,-1
frame0179,-1
frame0180,-1
frame0181,-1
frame0182,-1
frame0183,-1
frame0184,-1
frame0185,-1
frame0186,-1
frame0187,-1
frame0188,-1
frame0189,-1
frame0190,-1
frame0191,-1
frame0192,-1
frame0193,-1
frame0194,-1
frame0195,-1
frame0196,-1
frame0197,-1
frame0198,-1
frame0199,-1
frame0200,-1
frame0201,-1
frame0202,-1
frame0203,-1
frame0204,-1
frame0205,-1
frame0206,-1
frame0207,-1
frame0208,-1
frame0209,-1
frame0210,-1
frame0211,-1
frame0212,-1
frame0213,-1
frame0214,-1
frame0215,-1
frame0216,-1
frame0217,-1
frame0218,-1
frame0219,-1
frame0220,-1
frame0221,-1
frame0222,-1
frame0223,-1
frame0224,-1
frame0225,-1
frame0226,-1
frame0227,-1
frame0228,-1
frame0229,-1
frame0230,-1
frame0231,-1
frame0232,-1
frame0233,-1
frame0234,-1
frame0235,-1
frame0236,-1
frame0237,-1
frame0238,-1
frame0239,-1
frame0240,-1
frame0241,-1
frame0242,-1
frame0243,-1
frame0244,-1
frame0245,-1
frame0246,-1
frame0247,-1
frame0248,-1
frame0249,-1
frame0250,-1
frame0251,-1
frame0252,-1
frame0253,-1
frame0254,-1
frame0255,-1
frame0256,-1
frame0257,-1
frame0258,-1
frame0259,-1
frame0260,-1
frame0261,-1
frame0262,-1
frame0263,-1
frame0264,-1
frame0265,-1
frame0266,-1
frame0267,-1
frame0268,-1
frame0269,-1
frame0270,-1
frame0271,-1
frame0272,-1
frame0273,-1
frame0274,-1
frame0275,-1
frame0276,-1
frame0277,-1
frame0278,-1
frame0279,-1
frame0280,1
frame0281,1
frame0282,1
frame0283,1
frame0284,1
frame0285,1
frame0286,1
frame0287,1
frame0288,1
frame0289,1
frame0290,1
frame0291,1
frame0292,1
frame0293,1
frame0294,1
frame0295,1
frame0296,1
frame0297,1
frame0298,1
frame0299,1
frame0300,1
frame0301,1
frame0302,1
frame0303,1
frame0304,1
frame0305,1
frame0306,1
frame0307,1
frame0308,1
frame0309,1
frame0310,1
frame0311,1
frame0312,1
frame0313,1
frame0314,1
frame0315,1
frame0316,1
frame0317,1
frame0318,1
frame0319,1
frame0320,1
frame0321,1
frame0322,1
frame0323,1
frame0324,1
frame0325,1
frame0326,1
frame0327,1
frame0328,1
frame0329,1
frame0330,1
frame0331,1
frame0332,1
frame0333,1
frame0334,1
frame0335,1
frame0336,1
frame0337,1
frame0338,1
frame0339,1
frame0340,1
frame0341,1
frame0342,1
frame0343,1
frame0344,1
frame0345,1
frame0346,1
frame0347,1
frame0348,1
frame0349,1
frame0350,1
frame0351,1
frame0352,1
frame0353,1
frame0354,1
frame0355,1
frame0356,1
frame0357,1
frame0358,1
frame0359,1
frame0360,1
frame0361,1
frame0362,1
frame0363,1
frame0364,1
frame0365,1
frame0366,1
frame0367,1
frame0368,1
frame0369,1
frame0370,1
frame0371,1
frame0372,1
frame0373,1
frame0374,1
frame0375,1
frame0376,1
frame0377,1
frame0378,1
frame0379,1
frame0380,1
frame0381,1
frame0382,1
frame0383,1
frame0384,1
frame0385,1
frame0386,1
frame0387,1
frame0388,1
frame0389,1
frame0390,1
frame0391,1
frame0392,1
frame0393,1
frame0394,1
frame0395,1
frame0396,1
frame0397,1
frame0398,1
frame0399,1
frame0400,1
frame0401,1
frame0402,1
frame0403,1
frame0404,1
frame0405,1
frame0406,1
frame0407,1
frame0408,1
frame0409,1
frame0410,1
frame0411,1
frame0412,1
frame0413,1
frame0414,1
frame0415,1
frame0416,1
frame0417,1
frame0418,1
frame0419,1
frame0420,1
frame0421,1
frame0422,1
frame0423,1
frame0424,1
frame0425,1
frame0426,1
frame0427,1
frame0428,1
frame0429,1
frame0430,1
frame0431,1
frame0432,1
frame0433,1
frame0434,1
frame0435,1
frame0436,1
frame0437,1
frame0438,1
frame0439,1
frame0440,1
frame0441,1
frame0442,1
frame0443,1
frame0444,1
frame0445,1
frame0446,1
frame0447,1
frame0448,1
frame0449,1
frame0450,1
frame0451,1
frame0452,1
frame0453,1
frame0454,1
frame0455,1
frame0456,1
frame0457,1
frame0458,1
frame0459,1
frame0460,1
frame0461,1
frame0462,1
frame0463,1
frame0464,1
frame0465,1
frame0466,1
frame0467,1
frame0468,1
frame0469,1
frame0470,1
frame0471,1
frame0472,1
frame0473,1
frame0474,1
frame0475,1
frame0476,1
frame0477,1
frame0478,1
frame0479,1
frame0480,1
frame0481,1
frame0482,1
frame0483,1
frame0484,1
frame0485,1
frame0486,1
frame0487,1
frame0488,1
frame0489,1
frame0490,1
frame0491,1
frame0492,1
frame0493,1
frame0494,1
frame0495,1
frame0496,1
frame0497,1
frame0498,1
frame0499,1
frame0500,1
frame0501,1
frame0502,1
frame0503,1
frame0504,1
frame0505,1
frame0506,1
frame0507,1
frame0508,1
frame0509,1
frame0510,1
frame0511,1
frame0512,1
frame0513,1
frame0514,1
frame0515,1
frame0516,1
frame0517,1
frame0518,1
frame0519,1
frame0520,1
frame0521,1
frame0522,1
frame0523,1
frame0524,1
frame0525,1
frame0526,1
frame0527,1
frame0528,1
frame0529,1
frame0530,1
frame0531,1
frame0532,1
frame0533,1
frame0534,1
frame0535,1
frame0536,1
frame0537,1
frame0538,1
frame0539,1
frame0540,1
frame0541,1
frame0542,1
frame0543,1
frame0544,1
frame0545,1
frame0546,1
frame0547,1
frame0548,1
frame0549,1
frame0550,1
frame0551,1
frame0552,1
frame0553,1
frame0554,1
frame0555,1
frame0556,1
frame0557,1
frame0558,1
frame0559,1
frame0560,1
frame0561,1
frame0562,1
frame0563,1
frame0564,1
frame0565,1
frame0566,1
frame0567,1
frame0568,1
frame0569,1
frame0570,1
frame0571,1
frame0572,1
frame0573,1
frame0574,1
frame0575,1
frame0576,1
frame0577,1
frame0578,1
frame0579,1
frame0580,1
frame0581,1
frame0582,1
frame0583,1
frame0584,1
frame0585,1
frame0586,1
frame0587,1
frame0588,1
frame0589,1
frame0590,1
frame0591,1
frame0592,1
frame0593,1
frame0594,1
frame0595,1
frame0596,1
frame0597,1
frame0598,1
frame0599,1
frame0600,1
frame0601,1
frame0602,1
frame0603,1
frame0604,1
frame0605,1
frame0606,1
frame0607,1
frame0608,1
frame0609,1
frame0610,1
frame0611,1
frame0612,1
frame0613,1
frame0614,1
frame0615,1
frame0616,1
frame0617,1
frame0618,1
frame0619,1
frame0620,1
frame0621,1
frame0622,1
frame0623,1
frame0624,1
frame0625,1
frame0626,1
frame0627,1
frame0628,1
frame0629,1
frame0630,1
frame0631,1
frame0632,1
frame0633,1
frame0634,1
frame0635,1
frame0636,1
frame0637,1
frame0638,1
frame0639,1
frame0640,1
frame0641,1
frame0642,1
frame0643,1
frame0644,1
frame0645,1
frame0646,1
frame0647,1
frame0648,1
frame0649,1
frame0650,1
frame0651,1
frame0652,1
frame0653,1
frame0654,1
frame0655,1
frame0656,1
frame0657,1
frame0658,1
frame0659,1
frame0660,1
frame0661,1
frame0662,1
frame0663,1
frame0664,1
frame0665,1
frame0666,1
frame0667,1
frame0668,1
frame0669,1
frame0670,1
frame0671,1
frame0672,1
frame0673,1
frame0674,1
frame0675,1
frame0676,1
frame0677,1
frame0678,1
frame0679,1
frame0680,1
frame0681,1
frame0682,1
frame0683,1
frame0684,1
frame0685,1
frame0686,1
frame0687,1
frame0688,1
frame0689,1
frame0690,1
frame0691,1
frame0692,1
frame0693,1
frame0694,1
frame0695,1
frame0696,1
frame0697,1
frame0698,1
frame0699,1
frame0700,1
frame0701,1
frame0702,1
frame0703,1
frame0704,1
frame0705,1
frame0706,1
frame0707,1
frame0708,1
frame0709,1
frame0710,1
frame0711,1
frame0712,1
frame0713,1
frame0714,1
frame0715,1
frame0716,1
frame0717,1
frame0718,1
frame0719,1
frame0720,1
frame0721,1
frame0722,1
frame0723,1
frame0724,1
frame0725,1
frame0726,1
frame0727,1
frame0728,1
frame0729,1
frame0730,1
frame0731,1
frame0732,1
frame0733,1
frame0734,1
frame0735,1
frame0736,1
frame0737,1
frame0738,1
frame0739,1
frame0740,1
frame0741,1
frame0742,1
frame0743,1
frame0744,1
frame0745,1
frame0746,1
frame0747,1
frame0748,1
frame0749,1
frame0750,1
frame0751,1
frame0752,1
frame0753,1
frame0754,1
frame0755,1
frame0756,1
frame0757,1
frame0758,1
frame0759,1
frame0760,1
frame0761,1
frame0762,1
frame0763,1
frame0764,1
frame0765,1
frame0766,1
frame0767,1
frame0768,1
frame0769,1
frame0770,1
frame0771,1
frame0772,1
frame0773,1
frame0774,1
frame0775,1
frame0776,1
frame0777,1
frame0778,1
frame0779,1
frame0780,1
frame0781,1
frame0782,1
frame0783,1
frame0784,1
frame0785,1
frame0786,1
frame0787,1
frame0788,1
frame0789,1
frame0790,1
frame0791,1
frame0792,1
frame0793,1
frame0794,1
frame0795,1
frame0796,1
frame0797,1
frame0798,1
frame0799,1
frame0800,1
frame0801,1
frame0802,1
frame0803,1
frame0804,1
frame0805,1
frame0806,1
frame0807,1
frame0808,1
frame0809,1
frame0810,1
frame0811,1
frame0812,1
frame0813,1
frame0814,1
frame0815,1
frame0816,1
frame0817,1
frame0818,1
frame0819,1
frame0820,1
frame0821,1
frame0822,1
frame0823,1
frame0824,1
frame0825,1
frame0826,1
frame0827,1
frame0828,1
frame0829,1
frame0830,1
frame0831,1
frame0832,1
frame0833,1
frame0834,1
frame0835,1
frame0836,1
frame0837,1
frame0838,1
frame0839,1
frame0840,1
frame0841,1
frame0842,1
frame0843,1
frame0844,1
frame0845,1
frame0846,1
frame0847,1
frame0848,1
frame0849,1
frame0850,1
frame0851,1
frame0852,1
frame0853,1
frame0854,1
frame0855,1
frame0856,1
frame0857,1
frame0858,1
frame0859,1
frame0860,1
frame0861,1
frame0862,1
frame0863,1
frame0864,1
frame0865,1
frame0866,1
frame0867,1
frame0868,1
frame0869,1
frame0870,1
frame0871,1
frame0872,1
frame0873,1
frame0874,1
frame0875,1
frame0876,1
frame0877,1
frame0878,1
frame0879,1
frame0880,1
frame0881,1
frame0882,1
frame0883,1
frame0884,1
frame0885,1
frame0886,1
frame0887,1
frame0888,1
frame0889,1
frame0890,1
frame0891,1
frame0892,1
frame0893,1
frame0894,1
frame0895,1
frame0896,1
frame0897,1
frame0898,1
frame0899,1
frame0900,1
frame0901,1
frame0902,1
frame0903,1
frame0904,1
frame0905,1
frame0906,1
frame0907,1
frame0908,1
frame0909,1
frame0910,1
frame0911,1
frame0912,1
frame0913,1
frame0914,1
frame0915,1
frame0916,1
frame0917,1
frame0918,1
frame0919,1
frame0920,1
frame0921,1
frame0922,1
frame0923,1
frame0924,1
frame0925,1
frame0926,1
frame0927,1
frame0928,1
frame0929,1
frame0930,1
frame0931,1
frame0932,1
frame0933,1
frame0934,1
frame0935,1
frame0936,1
frame0937,1
frame0938,1
frame0939,1
frame0940,1
frame0941,1
frame0942,1
frame0943,1
frame0944,1
frame0945,1
frame0946,1
frame0947,1
frame0948,1
frame0949,1
frame0950,1
frame0951,1
frame0952,1
frame0953,1
frame0954,1
frame0955,1
frame0956,1
frame0957,1
frame0958,1
frame0959,1
frame0960,1
frame0961,1
frame0962,1
frame0963,1
frame0964,1
frame0965,1
frame0966,1
frame0967,1
frame0968,1
frame0969,1
frame0970,1
frame0971,1
frame0972,1
frame0973,1
frame0974,1
frame0975,1
frame0976,1
frame0977,1
frame0978,1
frame0979,1
frame0980,1
frame0981,1
frame0982,1
frame0983,1
frame0984,1
frame0985,1
frame0986,1
frame0987,1
frame0988,1
frame0989,1
frame0990,1
frame0991,1
frame0992,1
frame0993,1
frame0994,1
frame0995,1
frame0996,1
frame0997,1
frame0998,1
frame0999,1
frame1000,1
frame1001,1
frame1002,1
frame1003,1
frame1004,1
frame1005,1
frame1006,1
frame1007,1
frame1008,1
frame1009,1
frame1010,1
frame1011,1
frame1012,1
frame1013,1
frame1014,0
frame1015,0
frame1016,0
frame1017,0
frame1018,0
frame1019,0
frame1020,0
frame1021,0
frame1022,0
frame1023,0
frame1024,0
frame1025,0
frame1026,0
frame1027,0
frame1028,0
frame1029,0
frame1030,0
frame1031,0
frame1032,0
frame1033,0
frame1034,0
frame1035,0
frame1036,0
frame1037,0
frame1038,0
frame1039,0
frame1040,0
frame1041,0
frame1042,0
frame1043,0
frame1044,0
frame1045,0
frame1046,0
frame1047,0
frame1048,0
frame1049,0
frame1050,0
frame1051,0
frame1052,0
frame1053,0
frame1054,0
frame1055,0
frame1056,0
frame1057,0
frame1058,0
frame1059,0
frame1060,0
frame1061,0
frame1062,0
frame1063,0
frame1064,0
frame1065,0
frame1066,0
frame1067,0
frame1068,0
frame1069,0
frame1070,0
frame1071,0
frame1072,0
frame1073,0
frame1074,0
frame1075,0
frame1076,0
frame1077,0
frame1078,0
frame1079,0
frame1080,0
frame1081,0
frame1082,0
frame1083,0
frame1084,0
frame1085,0
frame1086,0
frame1087,0
frame1088,0
frame1089,0
frame1090,0
frame1091,0
frame1092,0
frame1093,0
frame1094,0
frame1095,0
frame1096,0
frame1097,0
frame1098,0
frame1099,0
frame1100,0
frame1101,0
frame1102,0
frame1103,0
frame1104,0
frame1105,0
frame1106,0
frame1107,0
frame1108,0
frame1109,0
frame1110,0
frame1111,0
frame1112,0
frame1113,0
frame1114,0
frame1115,0
frame1116,0
frame1117,0
frame1118,0
frame1119,0
frame1120,0
frame1121,0
frame1122,0
frame1123,0
frame1124,0
frame1125,0
frame1126,0
frame1127,0
frame1128,0
frame1129,0
frame1130,0
frame1131,0
frame1132,0
frame1133,0
frame1134,0
frame1135,0
frame1136,0
frame1137,0
frame1138,0
frame1139,0
frame1140,0
frame1141,0
frame1142,0
frame1143,0
frame1144,0
frame1145,0
frame1146,0
frame1147,0
frame1148,0
frame1149,0
frame1150,0
frame1151,0
frame1152,0
frame1153,0
frame1154,0
frame1155,0
frame1156,0
frame1157,0
frame1158,0
frame1159,0
frame1160,0
frame1161,0
frame1162,0
frame1163,0
frame1164,0
frame1165,0
frame1166,0
frame1167,0
frame1168,0
frame1169,0
frame1170,0
frame1171,0
frame1172,0
frame1173,0
frame1174,0
frame1175,0
frame1176,0
frame1177,0
frame1178,0
frame1179,0
frame1180,0
frame1181,0
frame1182,0
frame1183,0
frame1184,0
frame1185,0
frame1186,0
frame1187,0
frame1188,0
frame1189,0
frame1190,0
frame1191,0
frame1192,0
frame1193,0
frame1194,0
frame1195,0
frame1196,0
frame1197,0
frame1198,0
frame1199,0
frame1200,0
frame1201,0
frame1202,0
frame1203,0
frame1204,0
frame1205,0
frame1206,0
frame1207,0
frame1208,0
frame1209,0
frame1210,0
frame1211,0
frame1212,0
frame1213,0
frame1214,0
frame1215,0
frame1216,0
frame1217,0
frame1218,0
frame1219,0
frame1220,0
frame1221,0
frame1222,0
frame1223,0
frame1224,0
frame1225,0
frame1226,0
frame1227,0
frame1228,0
frame1229,0
frame1230,0
frame1231,0
frame1232,0
frame1233,0
frame1234,0
frame1235,0
frame1236,0
frame1237,0
frame1238,0
frame1239,0
frame1240,0
frame1241,0
frame1242,0
frame1243,0
frame1244,0
frame1245,0
frame1246,0
frame1247,0
frame1248,0
frame1249,0
frame1250,0
frame1251,0
frame1252,0
frame1253,0
frame1254,0
frame1255,0
frame1256,0
frame1257,0
frame1258,0
frame1259,0
frame1260,0
frame1261,0
frame1262,0
frame1263,0
frame1264,0
frame1265,0
frame1266,0
frame1267,0
frame1268,0
frame1269,0
frame1270,0
frame1271,0
frame1272,0
frame1273,0
frame1274,0
frame1275,0
frame1276,0
frame1277,0
frame1278,0
frame1279,0
frame1280,0
frame1281,0
frame1282,0
frame1283,0
frame1284,0
frame1285,0
frame1286,0
frame1287,0
frame1288,0
frame1289,0
frame1290,0
frame1291,0
frame1292,0
frame1293,0
frame1294,0
frame1295,0
frame1296,0
frame1297,0
frame1298,0
frame1299,0
frame1300,0
frame1301,0
frame1302,0
frame1303,0
frame1304,0
frame1305,0
frame1306,0
frame1307,0
frame1308,0
frame1309,0
frame1310,0
frame1311,0
frame1312,0
frame1313,0
frame1314,0
frame1315,0
frame1316,0
frame1317,0
frame1318,0
frame1319,0
frame1320,0
frame1321,0
frame1322,0
frame1323,0
frame1324,0
frame1325,0
frame1326,0
frame1327,0
frame1328,0
frame1329,0
frame1330,0
frame1331,0
frame1332,0
frame1333,0
frame1334,0
frame1335,0
frame1336,0
frame1337,0
frame1338,0
frame1339,0
frame1340,0
frame1341,0
frame1342,0
frame1343,0
frame1344,0
frame1345,0
frame1346,0
frame1347,0
frame1348,0
frame1349,0
frame1350,0
frame1351,0
frame1352,0
frame1353,0
frame1354,0
frame1355,0
frame1356,0
frame1357,0
frame1358,0
frame1359,0
frame1360,0
frame1361,0
frame1362,0
frame1363,0
frame1364,0
frame1365,0
frame1366,0
frame1367,0
frame1368,0
frame1369,0
frame1370,0
frame1371,0
frame1372,0
frame1373,0
frame1374,0
frame1375,0
frame1376,0
frame1377,0
frame1378,0
frame1379,0
frame1380,0
frame1381,0
frame1382,0
frame1383,0
frame1384,0
frame1385,0
frame1386,0
frame1387,0
frame1388,0
frame1389,0
frame1390,0
frame1391,0
frame1392,0
frame1393,0
frame1394,0
frame1395,0
frame1396,0
frame1397,0
frame1398,0
frame1399,0
frame1400,0
frame1401,0
frame1402,0
frame1403,0
frame1404,0
frame1405,0
frame1406,0
frame1407,0
frame1408,0
frame1409,0
frame1410,0
frame1411,0
frame1412,0
frame1413,0
frame1414,0
frame1415,0
frame1416,0
frame1417,0
frame1418,0
frame1419,0
frame1420,0
frame1421,0
frame1422,0
frame1423,0
frame1424,0
frame1425,0
frame1426,0
frame1427,0
frame1428,0
frame1429,0
frame1430,0
frame1431,0
frame1432,0
frame1433,0
frame1434,0
frame1435,0
frame1436,0
frame1437,0
frame1438,0
frame1439,0
frame1440,0
frame1441,0
frame1442,0
frame1443,0
frame1444,0
frame1445,0
frame1446,0
frame1447,0
frame1448,0
frame1449,0
frame1450,0
frame1451,0
frame1452,0
frame1453,0
frame1454,0
frame1455,0
frame1456,0
frame1457,0
frame1458,0
frame1459,0
frame1460,0
frame1461,0
frame1462,0
frame1463,0
frame1464,0
frame1465,0
frame1466,0
frame1467,0
frame1468,0
frame1469,0
frame1470,0
frame1471,0
frame1472,0
frame1473,0
frame1474,0
frame1475,0
frame1476,0
frame1477,0
frame1478,0
frame1479,0
frame1480,0
frame1481,0
frame1482,0
frame1483,0
frame1484,0
frame1485,0
frame1486,0
frame1487,0
frame1488,0
frame1489,0
frame1490,0
frame1491,0
frame1492,0
frame1493,0
frame1494,0
frame1495,0
frame1496,0
frame1497,0
frame1498,0
frame1499,0
frame1500,0
frame1501,0
frame1502,0
frame1503,0
frame1504,0
frame1505,0
frame1506,0
frame1507,0
frame1508,0
frame1509,0
frame1510,0
frame1511,0
frame1512,0
frame1513,0
frame1514,0
frame1515,0
frame1516,0
frame1517,0
frame1518,0
frame1519,0
frame1520,0
frame1521,0
frame1522,0
frame1523,0
frame1524,0
frame1525,0
frame1526,0
frame1527,0
frame1528,0
frame1529,0
frame1530,0
frame1531,0
frame1532,0
frame1533,0
frame1534,0
frame1535,0
frame1536,0
frame1537,0
frame1538,0
frame1539,0
frame1540,0
frame1541,0
frame1542,0
frame1543,0
frame1544,0
frame1545,0
frame1546,0
frame1547,0
frame1548,0
frame1549,0
frame1550,0
frame1551,0
frame1552,0
frame1553,0
frame1554,0
frame1555,0
frame1556,0
frame1557,0
frame1558,0
frame1559,0
frame1560,0
frame1561,0
frame1562,0
frame1563,0
frame1564,0
frame1565,0
frame1566,0
frame1567,0
frame1568,0
frame1569,0
frame1570,0
frame1571,0
frame1572,0
frame1573,0
frame1574,0
frame1575,0
frame1576,0
frame1577,0
frame1578,0
frame1579,0
frame1580,0
frame1581,0
frame1582,0
frame1583,0
frame1584,0
frame1585,0
frame1586,0
frame1587,0
frame1588,0
frame1589,0
frame1590,0
frame1591,0
frame1592,0
frame1593,0
frame1594,0
frame1595,0
frame1596,0
frame1597,0
frame1598,0
frame1599,0
frame1600,0
frame1601,0
frame1602,0
frame1603,0
frame1604,0
frame1605,0
frame1606,0
frame1607,0
frame1608,0
frame1609,0
frame1610,0
frame1611,0
frame1612,0
frame1613,0
frame1614,0
frame1615,0
frame1616,0
frame1617,0
frame1618,0
frame1619,0
frame1620,0
frame1621,0
frame1622,0
frame1623,0
frame1624,0
frame1625,0
frame1626,0
frame1627,0
frame1628,0
frame1629,0
frame1630,0
frame1631,0
frame1632,0
frame1633,0
frame1634,0
frame1635,0
frame1636,0
frame1637,0
frame1638,0
frame1639,0
frame1640,0
frame1641,0
frame1642,0
frame1643,0
frame1644,0
frame1645,0
frame1646,0
frame1647,0
frame1648,0
frame1649,0
frame1650,0
frame1651,0
frame1652,0
frame1653,0
frame1654,0
frame1655,0
frame1656,0
frame1657,0
frame1658,0
frame1659,0
frame1660,0
frame1661,0
frame1662,0
frame1663,0
frame1664,0
frame1665,0
frame1666,0
frame1667,0
frame1668,0
frame1669,0
frame1670,0
frame1671,0
frame1672,0
frame1673,0
frame1674,0
frame1675,0
frame1676,0
frame1677,0
frame1678,0
frame1679,0
frame1680,0
frame1681,0
frame1682,0
frame1683,0
frame1684,0
frame1685,0
frame1686,0
frame1687,0
frame1688,0
frame1689,0
frame1690,0
frame1691,0
frame1692,0
frame1693,0
frame1694,0
frame1695,0
frame1696,0
frame1697,0
frame1698,0
frame1699,0
frame1700,0
frame1701,0
frame1702,0
frame1703,0
frame1704,0
frame1705,0
frame1706,0
frame1707,0
frame1708,0
frame1709,0
frame1710,2
frame1711,2
frame1712,2
frame1713,2
frame1714,2
frame1715,2
frame1716,2
frame1717,2
frame1718,2
frame1719,2
frame1720,2
frame1721,2
frame1722,2
frame1723,2
frame1724,2
frame1725,2
frame1726,2
frame1727,2
frame1728,2
frame1729,2
frame1730,2
frame1731,2
frame1732,2
frame1733,2
frame1734,2
frame1735,2
frame1736,2
frame1737,2
frame1738,2
frame1739,2
frame1740,2
frame1741,2
frame1742,2
frame1743,2
frame1744,2
frame1745,2
frame1746,2
frame1747,2
frame1748,2
frame1749,2
frame1750,2
frame1751,2
frame1752,2
frame1753,2
frame1754,2
frame1755,2
frame1756,2
frame1757,2
frame1758,2
frame1759,2
frame1760,2
frame1761,2
frame1762,2
frame1763,2
frame1764,2
frame1765,2
frame1766,2
frame1767,2
frame1768,2
frame1769,2
frame1770,2
frame1771,2
frame1772,2
frame1773,2
frame1774,2
frame1775,2
frame1776,2
frame1777,2
frame1778,2
frame1779,2
frame1780,2
frame1781,2
frame1782,2
frame1783,2
frame1784,2
frame1785,2
frame1786,2
frame1787,2
frame1788,2
frame1789,2
frame1790,2
frame1791,2
frame1792,2
frame1793,2
frame1794,2
frame1795,2
frame1796,2
frame1797,2
frame1798,2
frame1799,2
frame1800,2
frame1801,2
frame1802,2
frame1803,2
frame1804,2
frame1805,2
frame1806,2
frame1807,2
frame1808,2
frame1809,2
frame1810,2
frame1811,2
frame1812,2
frame1813,2
frame1814,2
frame1815,2
frame1816,2
frame1817,2
frame1818,2
frame1819,2
frame1820,2
frame1821,2
frame1822,2
frame1823,2
frame1824,2
frame1825,2
frame1826,2
frame1827,2
frame1828,2
frame1829,2
frame1830,2
frame1831,2
frame1832,2
frame1833,2
frame1834,2
frame1835,2
frame1836,2
frame1837,2
frame1838,2
frame1839,2
frame1840,2
frame1841,2
frame1842,2
frame1843,2
frame1844,2
frame1845,2
frame1846,2
frame1847,2
frame1848,2
frame1849,2
frame1850,2
frame1851,2
frame1852,2
frame1853,2
frame1854,2
frame1855,2
frame1856,2
frame1857,2
frame1858,2
frame1859,2
frame1860,2
frame1861,2
frame1862,2
frame1863,2
frame1864,2
frame1865,2
frame1866,2
frame1867,2
frame1868,2
frame1869,2
frame1870,2
frame1871,2
frame1872,2
frame1873,2
frame1874,2
frame1875,2
frame1876,2
frame1877,2
frame1878,2
frame1879,2
frame1880,2
frame1881,2
frame1882,2
frame1883,2
frame1884,2
frame1885,2
frame1886,2
frame1887,2
frame1888,2
frame1889,2
frame1890,2
frame1891,2
frame1892,2
frame1893,2
frame1894,2
frame1895,2
frame1896,2
frame1897,2
frame1898,2
frame1899,2
frame1900,2
frame1901,2
frame1902,2
frame1903,2
frame1904,2
frame1905,2
frame1906,2
frame1907,2
frame1908,2
frame1909,2
frame1910,2
frame1911,2
frame1912,2
frame1913,2
frame1914,2
frame1915,2
frame1916,2
frame1917,2
frame1918,2
frame1919,2
frame1920,2
frame1921,2
frame1922,2
frame1923,2
frame1924,2
frame1925,2
frame1926,2
frame1927,2
frame1928,2
frame1929,2
frame1930,2
frame1931,2
frame1932,2
frame1933,2
frame1934,2
frame1935,2
frame1936,2
frame1937,2
frame1938,2
frame1939,2
frame1940,2
frame1941,2
frame1942,2
frame1943,2
frame1944,2
frame1945,2
frame1946,2
frame1947,2
frame1948,2
frame1949,2
frame1950,2
frame1951,2
frame1952,2
frame1953,2
frame1954,2
frame1955,2
frame1956,2
frame1957,2
